id,GEOID,borough,commute_midtown_manhattan,commute_downtown_manhattan,commute_downtown_brooklyn
"222-E-39th-St,-Unit-11BB,-New-York,-NY-10016",36061007800,Manhattan,15.076841823422887,23.84783697704916,30.31450364371583
"334-E-100th-St,-New-York,-NY-10029",36061016400,Manhattan,24.38898197340493,39.2056486400716,45.63079704055981
"146-E-39th-St,-Apt-1B,-New-York,-NY-10016",36061008000,Manhattan,13.426166756388543,21.77544353310356,28.24211019977023
"322-W-14th-St,-Apt-3A,-New-York,-NY-10014",36061007700,Manhattan,16.719425596035904,19.53609226270257,25.570070295879194
"207-W-11th-St,-Apt-1C,-New-York,-NY-10014",36061007700,Manhattan,15.34892986070864,19.665596527375307,22.13226319404197
"60-Ave-B,-Apt-1C,-New-York,-NY-10009",36061003200,Manhattan,29.062139118673223,25.37880578533989,26.77860711610559
"16-E-116th-St,-Apt-4C,-New-York,-NY-10029",36061018400,Manhattan,30.998995907779378,40.389293852516495,44.28232924111271
"111-E-80th-St,-New-York,-NY-10075",36061014000,Manhattan,24.63168859795983,30.448355264626496,36.41502193129316
"350-3rd-Ave,-Apt-2B,-New-York,-NY-10010",36061006800,Manhattan,22.320632146883263,22.458384858456636,28.9250515251233
"400-E-71st-St,-New-York,-NY-10021",36061012400,Manhattan,19.85261608131358,34.66928274798025,40.71601753179137
"222-E-12th-St,-Apt-3A,-New-York,-NY-10003",36061004002,Manhattan,20.607552403331773,18.993589026546427,25.390885736665105
"279-E-10th-St,-Apt-5,-New-York,-NY-10009",36061003400,Manhattan,23.51804959980419,22.834716266470856,28.30138293313752
"222-E-12th-St,-Apt-4C,-New-York,-NY-10003",36061004002,Manhattan,20.607552403331773,18.993589026546427,25.390885736665105
"405-E-56th-St,-New-York,-NY-10022",36061010601,Manhattan,18.359238981508778,32.175905648175444,38.14257231484211
"222-E-12th-St,-Apt-4A,-New-York,-NY-10003",36061004002,Manhattan,20.502928300628657,18.956493146792923,25.286261633961992
"307-E-81st-St,-New-York,-NY-10028",36061013800,Manhattan,23.30266923844903,34.94878412969891,40.915450796365576
"52-Barrow-St,-Apt-4B,-New-York,-NY-10014",36061007300,Manhattan,17.35306192028158,18.74668202144268,23.71334868810935
